x,y,width,height,confidence,class,class_id,detection_id,image_path,prediction_type,image
1667,1459,188,136,0.8413342237472534,car,0,39d94e1f-0977-4f06-a45f-3c4999786671,E:\Data_MaterThesis\Data_Ashaiman\Raw_Images\Zone_14\Zone_14\DJI_0068.jpg,ObjectDetectionModel,DJI_0068.jpg
1008,1194,205,85,0.8306224942207336,car,0,fe738f0f-9735-4004-b3ab-d7bf32820080,E:\Data_MaterThesis\Data_Ashaiman\Raw_Images\Zone_14\Zone_14\DJI_0068.jpg,ObjectDetectionModel,DJI_0068.jpg
1051,1419,205,91,0.8260520696640015,car,0,b1dba034-b3c8-44d9-8859-97daa7eee8ef,E:\Data_MaterThesis\Data_Ashaiman\Raw_Images\Zone_14\Zone_14\DJI_0068.jpg,ObjectDetectionModel,DJI_0068.jpg
2184,3357,94,193,0.8246712684631348,car,0,99264ec5-5906-48ee-a725-def2f06f0bcd,E:\Data_MaterThesis\Data_Ashaiman\Raw_Images\Zone_14\Zone_14\DJI_0068.jpg,ObjectDetectionModel,DJI_0068.jpg
4753,2391,188,85,0.8195865154266357,car,0,1cf92a12-f9de-4c89-85ed-e4f39ec3af2c,E:\Data_MaterThesis\Data_Ashaiman\Raw_Images\Zone_14\Zone_14\DJI_0068.jpg,ObjectDetectionModel,DJI_0068.jpg
4086,1752,222,119,0.8172048330307007,car,0,e2804653-46e9-415a-8c79-b6116ec9640d,E:\Data_MaterThesis\Data_Ashaiman\Raw_Images\Zone_14\Zone_14\DJI_0068.jpg,ObjectDetectionModel,DJI_0068.jpg
589,1014,205,102,0.8126322031021118,car,0,8fe3cd93-6ddc-4ef7-97f6-77b6ca0b020d,E:\Data_MaterThesis\Data_Ashaiman\Raw_Images\Zone_14\Zone_14\DJI_0068.jpg,ObjectDetectionModel,DJI_0068.jpg
1970,2542,76,182,0.8074651956558228,car,0,405375bc-0b5b-4971-bf65-846018a7af68,E:\Data_MaterThesis\Data_Ashaiman\Raw_Images\Zone_14\Zone_14\DJI_0068.jpg,ObjectDetectionModel,DJI_0068.jpg
1902,840,94,233,0.8070118427276611,car,0,fdff49bb-5e11-4074-86a5-ad5b75fbb5cf,E:\Data_MaterThesis\Data_Ashaiman\Raw_Images\Zone_14\Zone_14\DJI_0068.jpg,ObjectDetectionModel,DJI_0068.jpg
1256,2439,222,91,0.8065569996833801,car,0,a5bb926c-fed1-4fe6-90ad-d66c14f08f19,E:\Data_MaterThesis\Data_Ashaiman\Raw_Images\Zone_14\Zone_14\DJI_0068.jpg,ObjectDetectionModel,DJI_0068.jpg
2210,1117,94,228,0.8060499429702759,car,0,8eb6084a-6118-4ea6-806c-d8b4b42d7f34,E:\Data_MaterThesis\Data_Ashaiman\Raw_Images\Zone_14\Zone_14\DJI_0068.jpg,ObjectDetectionModel,DJI_0068.jpg
2090,1519,94,210,0.8059332370758057,car,0,11b765e8-9247-447a-8cca-ea028232b8c4,E:\Data_MaterThesis\Data_Ashaiman\Raw_Images\Zone_14\Zone_14\DJI_0068.jpg,ObjectDetectionModel,DJI_0068.jpg
2077,433,102,216,0.8021912574768066,car,0,0951892f-6f0d-436f-885f-d9e853d20b26,E:\Data_MaterThesis\Data_Ashaiman\Raw_Images\Zone_14\Zone_14\DJI_0068.jpg,ObjectDetectionModel,DJI_0068.jpg
1928,1747,94,210,0.8013817667961121,car,0,9d65242f-2406-4895-bcbe-044a865bb75e,E:\Data_MaterThesis\Data_Ashaiman\Raw_Images\Zone_14\Zone_14\DJI_0068.jpg,ObjectDetectionModel,DJI_0068.jpg
2094,1188,85,165,0.8004031181335449,car,0,f80d82bd-afd6-4b43-a9c2-337580a90f9e,E:\Data_MaterThesis\Data_Ashaiman\Raw_Images\Zone_14\Zone_14\DJI_0068.jpg,ObjectDetectionModel,DJI_0068.jpg
2154,2376,85,193,0.7948969006538391,car,0,5b634d48-5d5c-4b3d-9cd7-c90d27f5846c,E:\Data_MaterThesis\Data_Ashaiman\Raw_Images\Zone_14\Zone_14\DJI_0068.jpg,ObjectDetectionModel,DJI_0068.jpg
2086,755,85,188,0.7930727005004883,car,0,23a108a5-6949-4bdb-ab60-91a4d9f933a0,E:\Data_MaterThesis\Data_Ashaiman\Raw_Images\Zone_14\Zone_14\DJI_0068.jpg,ObjectDetectionModel,DJI_0068.jpg
47,983,94,108,0.7889606952667236,car,0,8b82aa9e-8320-42e5-b98b-f14ec74386e1,E:\Data_MaterThesis\Data_Ashaiman\Raw_Images\Zone_14\Zone_14\DJI_0068.jpg,ObjectDetectionModel,DJI_0068.jpg
1902,353,111,239,0.7873138189315796,car,0,7490b240-30e9-45af-b1fa-b4544478b3a3,E:\Data_MaterThesis\Data_Ashaiman\Raw_Images\Zone_14\Zone_14\DJI_0068.jpg,ObjectDetectionModel,DJI_0068.jpg
1970,3303,94,176,0.7852768898010254,car,0,bc222c9d-34b4-4c2a-977d-d538dd5374b0,E:\Data_MaterThesis\Data_Ashaiman\Raw_Images\Zone_14\Zone_14\DJI_0068.jpg,ObjectDetectionModel,DJI_0068.jpg
2282,2032,85,199,0.7810931205749512,car,0,e529592e-5fb5-4815-bec4-747ccf4089d4,E:\Data_MaterThesis\Data_Ashaiman\Raw_Images\Zone_14\Zone_14\DJI_0068.jpg,ObjectDetectionModel,DJI_0068.jpg
2244,1627,94,222,0.7803557515144348,car,0,0b54c618-7c14-46d4-9dc6-708bf5403b5f,E:\Data_MaterThesis\Data_Ashaiman\Raw_Images\Zone_14\Zone_14\DJI_0068.jpg,ObjectDetectionModel,DJI_0068.jpg
